Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010, World,24879.39,9166140.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Belgium,10580.95,3898260.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Poland,5365.02,1976600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Germany,2488.1,916673.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Thailand,1892.87,697375.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Italy,1714.95,631828.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Japan,1376.74,507225.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Slovenia,253.44,93373.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Oman,233.09,85875.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Netherlands,186.72,68792.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,United States,183.85,67735.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,France,115.2,42442.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,"Other Asia, nes",104.0,38316.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Australia,92.5,34080.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,China,86.85,31998.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Spain,83.6,30800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Indonesia,34.94,12874.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Portugal,30.72,11318.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,Vietnam,28.11,10357.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,"Hong Kong, China",23.33,8595.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2010,"Korea, Rep.",4.4,1621.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019, World,54766.62,26147800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Vietnam,28887.39,15757900.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Thailand,6794.82,2273440.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Belgium,5236.06,1623000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Japan,4834.06,2135510.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Cambodia,2932.0,1480610.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,"Other Asia, nes",1462.95,648200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Germany,1288.69,739290.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,United States,709.08,302210.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,United Arab Emirates,514.94,134400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Sweden,482.55,115200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Spain,268.8,192000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Portugal,267.84,172800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Canada,220.32,122400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,China,208.6,57600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,India,186.3,162000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,"Korea, Rep.",154.85,62060.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Denmark,125.4,57000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Singapore,58.68,38630.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Philippines,44.45,19200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Oman,28.03,19200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Australia,25.34,11520.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Italy,24.96,19200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,"Hong Kong, China",6.96,2800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2019,Eswatini,3.54,1620.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015, World,56992.38,17098100.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Vietnam,18022.85,5406960.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Japan,10479.36,3143870.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Belgium,7703.66,2311150.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Germany,6197.49,1859290.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,France,3597.16,1079170.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Thailand,2940.37,882128.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,United States,2072.81,621857.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Italy,1776.74,533033.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,"Korea, Rep.",1183.81,355151.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Sweden,706.93,212083.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,"Other Asia, nes",656.61,196987.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Poland,520.7,156214.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Oman,412.42,123727.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Spain,254.9,76473.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,United Arab Emirates,145.92,43777.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Philippines,108.48,32545.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Portugal,92.16,27649.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Switzerland,76.8,23040.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2015,Finland,43.2,12960.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016, World,63249.62,23065600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Vietnam,31419.07,11457800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Belgium,9360.05,3413380.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Japan,8286.54,3021900.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Germany,3399.27,1239630.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,United States,2553.98,931373.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Thailand,1791.12,653178.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Italy,1587.96,579089.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,"Other Asia, nes",1141.35,416221.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Sweden,992.9,362085.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,"Korea, Rep.",570.44,208026.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Spain,551.45,201100.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Cambodia,440.4,160603.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,"Korea, Dem. Rep.",347.76,126820.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Poland,245.38,89483.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Portugal,233.28,85072.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Oman,213.0,77676.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,China,59.73,21782.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Russian Federation,48.19,17574.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,"Hong Kong, China",4.59,1674.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2016,Canada,3.18,1159.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013, World,74302.05,18933200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Japan,21278.2,5421990.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Vietnam,14474.58,3688330.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Germany,11648.45,2968190.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Belgium,8292.44,2113030.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Poland,2937.64,748553.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Italy,2656.14,676822.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,France,2441.28,622073.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Thailand,1508.43,384369.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Slovenia,1506.09,383773.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Oman,1137.79,289925.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Israel,874.12,222737.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Portugal,835.27,212838.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Spain,820.09,208971.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,United States,609.52,155313.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Romania,582.96,148547.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Indonesia,510.91,130188.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Sweden,434.78,110788.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Australia,398.2,101466.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,"Other Asia, nes",338.38,86224.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Malaysia,289.15,73680.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,"Korea, Rep.",284.48,72488.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,China,244.88,62400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Russian Federation,99.92,25460.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Singapore,78.3,19952.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2013,Jordan,20.04,5106.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021, World,87875.7,38113000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Vietnam,48206.75,23432200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Thailand,14636.7,4780020.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Belgium,7632.04,2111580.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Japan,6410.22,2667050.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Cambodia,3877.28,2459200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Germany,3249.56,1118620.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,"Other Asia, nes",1142.69,528685.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Sweden,680.15,180000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,United States,455.02,147804.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Portugal,374.4,249600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,"Korea, Rep.",257.7,77768.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Switzerland,241.29,57600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,India,221.0,150250.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Belize,191.75,57600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,China,91.13,30660.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Malaysia,76.8,38400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Denmark,60.16,15660.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Australia,56.93,6938.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Spain,6.0,1000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,"Hong Kong, China",4.91,1965.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2021,Singapore,3.22,350.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014, World,63149.03,22138400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Vietnam,27972.06,9806290.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Japan,13892.97,4870520.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Germany,5503.63,1929430.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Belgium,3900.05,1367260.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,France,3763.94,1319540.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Poland,2010.9,704971.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Italy,1758.7,616554.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Sweden,1126.27,394840.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,United States,873.0,306051.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Oman,673.02,235945.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Other Asia, nes",538.16,188664.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Indonesia,321.48,112703.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Eswatini,287.23,100696.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Portugal,207.65,72796.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Philippines,70.62,24758.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Thailand,55.2,19352.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Korea, Rep.",54.8,19211.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Spain,50.69,17770.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,United Arab Emirates,48.0,16828.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,"Hong Kong, China",40.45,14180.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2014,Australia,0.21,74.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018, World,84325.54,25695000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Vietnam,45781.0,13950000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Japan,12811.63,3903850.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Thailand,8853.36,2697720.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Belgium,7328.75,2233150.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Germany,2306.43,702796.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Cambodia,1704.0,519228.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,China,1374.9,418947.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Sweden,965.1,294077.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Other Asia, nes",944.34,287751.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,United States,888.96,270876.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Spain,438.84,133720.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,"Korea, Rep.",256.12,78042.7,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Portugal,230.21,70147.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Canada,160.85,49012.8,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Netherlands,141.18,43018.2,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Philippines,103.8,31629.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2018,Singapore,36.09,10997.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011, World,75274.14,21352500.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Japan,17047.21,4835660.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Germany,14783.52,4193530.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Israel,12526.47,3553290.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Australia,9410.3,2669350.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Thailand,7188.64,2039150.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Vietnam,3763.0,1067420.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,United States,2690.33,763146.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Belgium,2606.06,739242.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Georgia,1637.15,464399.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Poland,744.37,211149.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,New Zealand,627.56,178015.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,American Samoa,535.74,151970.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Switzerland,377.4,107054.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Oman,360.98,102397.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Italy,341.7,96928.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Brazil,172.8,49017.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Other Asia, nes",167.4,47485.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Portugal,130.56,37035.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Indonesia,103.68,29410.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,"Korea, Rep.",54.54,15471.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2011,Singapore,4.72,1339.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020, World,83755.85,42488100.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Vietnam,55348.7,30479700.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Thailand,6406.32,2202530.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Belgium,5803.64,1849800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Cambodia,4038.0,2430000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Germany,3826.63,1615100.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Japan,2875.43,1241580.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,United States,1116.9,436685.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Korea, Rep.",792.22,342880.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Sweden,651.03,180000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Portugal,462.93,307200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Italy,439.68,345600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Other Asia, nes",389.05,181750.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Croatia,288.23,259200.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Netherlands,288.0,144000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Canada,284.62,136193.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Spain,183.88,82000.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,China,178.0,61980.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Finland,149.04,64800.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,United Arab Emirates,57.6,38400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,United Kingdom,56.16,21600.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Russian Federation,47.88,15960.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Slovak Republic,42.7,38400.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Denmark,22.7,10320.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,"Hong Kong, China",3.37,1980.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2020,Singapore,3.15,450.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012, World,69577.53,17729300.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Japan,20736.9,5284050.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Vietnam,10147.91,2585830.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Thailand,8821.0,2247720.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Germany,5076.41,1293540.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Poland,3809.95,970828.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Belgium,3632.89,925710.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Switzerland,3400.66,866537.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Italy,3367.03,857966.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Australia,2623.29,668450.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Israel,1326.2,337934.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Spain,1136.18,289515.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Oman,1123.58,286305.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Romania,863.0,219905.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Portugal,847.1,215854.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Other Asia, nes",715.88,182415.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,"Korea, Rep.",621.71,158421.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Slovenia,550.5,140276.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,New Zealand,304.35,77551.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Solomon Islands,184.9,47114.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,United States,166.56,42443.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2012,Indonesia,121.54,30969.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017, World,87141.26,29263900.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Vietnam,54998.74,18469700.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Japan,10468.81,3515650.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Thailand,5461.92,1834230.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Belgium,4818.42,1618130.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Korea, Rep.",3290.52,1105030.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,United States,1930.72,648375.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,India,1478.01,496347.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Cambodia,1324.95,444946.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Germany,1269.16,426211.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,"Other Asia, nes",741.82,249120.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Italy,425.76,142981.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Sweden,342.78,115113.0,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Spain,275.72,92593.9,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Russian Federation,150.21,50443.7,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Oman,86.4,29014.9,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,Philippines,55.81,18742.2,Kg
Lao PDR,Export,90111,"Coffee, not roasted or decaffeinated",2017,China,19.42,6521.64,Kg
